url_path,views_total,views_unique
/gi-bielefeld/plast,31,11
/gi-bielefeld/plast/tree/clowm,6,1
/gi-bielefeld/plast/blob/c27862c500c2798ed275f378fd1beffc69d8f929/clowm/mailto:pangenomics-service@cebitec.uni-bielefeld.de,4,1
/gi-bielefeld/plast/blob/clowm/clowm/CHANGELOG.md,4,1
/gi-bielefeld/plast/tree/clowm/clowm,4,1
/gi-bielefeld/plast/compare/clowm-v1.0.0...clowm-v1.0.1,3,1
/gi-bielefeld/plast/releases/tag/clowm-v1.0.0,2,1
/gi-bielefeld/plast/tags,2,1
/gi-bielefeld/plast/tree/42ed10ce66fc5acd92e7fdf64ade209089af5f46,2,1
/gi-bielefeld/plast/blob/42ed10ce66fc5acd92e7fdf64ade209089af5f46/main.nf,1,1
